,name,location,timestamps,timestamp_urls,restaurant_url
65,Lower East Side 🍕 New York Style Pizza,leeds-editions,"['20200930', '20210516', '20201021', '20210306']","['https://web.archive.org/web/20200930/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/lower-east-side-editions-chr?day=today&geohash=gcwfhvqrcvek&time=1630
66,Proove Pizza,leeds-editions,"['20200930', '20210516', '20201021', '20210306']","['https://web.archive.org/web/20200930/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/proove-ltd?day=today&geohash=gcwfhvqrcvek&time=1630
67,Nomi Katsu 🇯🇵,leeds-editions,"['20200930', '20210516', '20201021', '20210306']","['https://web.archive.org/web/20200930/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/nomi-katsu-editions-chr?day=today&geohash=gcwfhvqrcvek&time=1630
68,Twisted Kimchi,leeds-editions,"['20200930', '20210516', '20201021', '20210306']","['https://web.archive.org/web/20200930/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/twisted-kimchi-editions-chr?day=today&geohash=gcwfhvqrcvek&time=1630
69,Awesome Wings,leeds-editions,"['20200930', '20210516', '20201021', '20210306']","['https://web.archive.org/web/20200930/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/awesome-wings-editions-chr?day=today&geohash=gcwfhvqrcvek&time=1630
70,Poke Fuzion,leeds-editions,"['20200930', '20210516', '20201021', '20210306']","['https://web.archive.org/web/20200930/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/poke-fuzion-editions-chr?day=today&geohash=gcwfhvqrcvek&time=1630
71,Mr Miyagi Ramen & Udon 宫城手作拉面+乌冬,leeds-editions,"['20200930', '20210516', '20201021', '20210306']","['https://web.archive.org/web/20200930/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/mr-miyagi-ramen-and-bao-editions-chr?day=today&geohash=gcwfhvqrcvek&time=1630
72,Noodle Inn Vegetarian,leeds-editions,"['20200930', '20210516', '20201021', '20210306']","['https://web.archive.org/web/20200930/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/noodle-inn-vegetarian-editions-chr?day=today&geohash=gcwfhvqrcvek&time=1630
73,Awesome Chinese,leeds-editions,"['20200930', '20210516', '20201021', '20210306']","['https://web.archive.org/web/20200930/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/awesome-chinese-editions-chr?day=today&geohash=gcwfhvqrcvek&time=1630
74,Miyagi Bento and Donburi,leeds-editions,"['20200930', '20210516', '20201021', '20210306']","['https://web.archive.org/web/20200930/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/miyagi-bento-and-donburi-editions-chr?day=today&geohash=gcwfhvqrcvek&time=1630
75,La Mei Zi Dim Sum and Sichuan Kitchen,leeds-editions,"['20200930', '20210516', '20201021', '20210306']","['https://web.archive.org/web/20200930/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/la-mei-zi-editions-chr?day=today&geohash=gcwfhvqrcvek&time=1630
76,"米线 ""Mixian"" Rice Noodles",leeds-editions,"['20200930', '20201021']","['https://web.archive.org/web/20200930/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/mixian-rice-noodles-editions-chr?day=today&geohash=gcwfhvqrcvek&time=1630
77,Fuji Bento	,leeds-editions,"['20200930', '20210516', '20201021', '20210306']","['https://web.archive.org/web/20200930/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/fuji-bento-editions-chr?day=today&geohash=gcwfhvqrcvek&time=1630
78,Pizza Stars,leeds-editions,['20200930'],['https://web.archive.org/web/20200930/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/leeds/leeds-editions/pizza-stars-editions-chr?day=today&geohash=gcwfhvqrcvek&time=1630
79,Pizza Firenze,leeds-editions,['20200930'],['https://web.archive.org/web/20200930/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/leeds/leeds-editions/firenze-editions-chr?day=today&geohash=gcwfhvqrcvek&time=1630
80,The Athenian Plant Based	,leeds-editions,"['20210516', '20201021', '20210306']","['https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/the-athenian-plant-based-editions-chr?day=today&geohash=gcwfhvqrcvu4&time=ASAP
81,PROOVegan,leeds-editions,"['20210516', '20210306']","['https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/proovegan-editions-chr?day=today&geohash=gcwfhvqrcvu4&time=ASAP
82,Meatless Miyagi	,chapeltown,"['20210516', '20210306']","['https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/chapeltown/meatless-miyagi-editions-chr?day=today&geohash=gcwfhvqrcvu4&time=ASAP
83,GFC Chicken Shop by LEON,leeds-editions,"['20210516', '20210306']","['https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/gfc-chicken-shop-by-leon-editions-chr?day=today&geohash=gcwfhvqrcvu4&time=ASAP
84,Remeo Gelato,chapeltown,"['20210516', '20201021', '20210306']","['https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/chapeltown/remeo-gelato-editions-chr?day=today&geohash=gcwfhvqrcvu4&time=ASAP
85,TRIP CBD Store,leeds-editions,"['20210516', '20201021']","['https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/trip-cbd-store-editions-chr?day=today&geohash=gcwfhvqrcvu4&time=ASAP
86,The Ice Cream Store,leeds-editions,"['20210516', '20201021']","['https://web.archive.org/web/20210516/https://deliveroo.co.uk/restaurants/leeds/chapeltown?tags=deliveroo+editions', 'https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions']",https://deliveroo.co.uk/menu/leeds/leeds-editions/the-ice-cream-store-editions-chr?day=today&geohash=gcwfhvqrcvu4&time=ASAP
87,LOADED Leon	,chapeltown,['20201021'],['https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/leeds/chapeltown/loaded-leon-editions-chr?day=today&geohash=gcwfhugt8kmy&time=ASAP
88,Halo Top,leeds-editions,['20201021'],['https://web.archive.org/web/20201021/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/leeds/leeds-editions/halo-top-editions-chr?day=today&geohash=gcwfhugt8kmy&time=ASAP
89,TRIP CBD Store,,"['20210306', '20210304', '20210118']","['https://web.archive.org/web/20210306/https://deliveroo.co.uk/restaurants/leeds/leeds-editions?tags=deliveroo+editions', 'https://web.archive.org/web/20210304/https://deliveroo.co.uk/restaurants/london/canary-wharf?tags=deliveroo+editions', 'https://web.archive.org/web/20210118/https://deliveroo.co.uk/restaurants/london/whitechapel-editions?tags=deliveroo+editions']",
90,Tao Tao Ju ,acton-editions,['20211204'],['https://web.archive.org/web/20211204235430/https://deliveroo.co.uk/restaurants/london/acton-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/acton-editions/tao-tao-ju-editions-acton?day=tomorrow&geohash=gcpv405wyrtu&time=1230
91,Shake Shack,acton-editions,['20211204'],['https://web.archive.org/web/20211204235430/https://deliveroo.co.uk/restaurants/london/acton-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/acton-editions/shake-shack-editions-act?day=tomorrow&geohash=gcpv405wyrtu&time=1230
92,Jacob's Kitchen ,acton-editions,['20211204'],['https://web.archive.org/web/20211204235430/https://deliveroo.co.uk/restaurants/london/acton-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/acton-editions/jacobs-kitchen-editions-act?day=tomorrow&geohash=gcpv405wyrtu&time=1200
93,Remedy Kitchen,acton-editions,['20211204'],['https://web.archive.org/web/20211204235430/https://deliveroo.co.uk/restaurants/london/acton-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/acton-editions/remedy-kitchen-editions-act?day=tomorrow&geohash=gcpv405wyrtu&time=1200
94,CHIK'N,acton-editions,['20211204'],['https://web.archive.org/web/20211204235430/https://deliveroo.co.uk/restaurants/london/acton-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/acton-editions/chikn-park-royal?day=tomorrow&geohash=gcpv405wyrtu&time=1230
95,Street Greek,acton-editions,['20211204'],['https://web.archive.org/web/20211204235430/https://deliveroo.co.uk/restaurants/london/acton-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/acton-editions/kalamaki-street-greek-editions-act?day=tomorrow&geohash=gcpv405wyrtu&time=1230
96,Chilango | Mexican Kitchen,acton-editions,['20211204'],['https://web.archive.org/web/20211204235430/https://deliveroo.co.uk/restaurants/london/acton-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/acton-editions/chilango-editions-act?day=tomorrow&geohash=gcpv405wyrtu&time=1230
97,Kokoro ,acton-editions,['20211204'],['https://web.archive.org/web/20211204235430/https://deliveroo.co.uk/restaurants/london/acton-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/acton-editions/kokoro-editions-acton?day=tomorrow&geohash=gcpv405wyrtu&time=1230
98,Napoli Gang - Editions,acton-editions,['20211204'],['https://web.archive.org/web/20211204235430/https://deliveroo.co.uk/restaurants/london/acton-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/acton-editions/napoli-gang-editions-act?day=tomorrow&geohash=gcpv405wyrtu&time=1245
99,Remeo Gelato Ice Cream Store ,hammersmith,['20211204'],['https://web.archive.org/web/20211204235430/https://deliveroo.co.uk/restaurants/london/acton-editions?tags=deliveroo+editions'],https://deliveroo.co.uk/menu/london/hammersmith/remeo-gelato-ice-cream-store-kensington?day=tomorrow&geohash=gcpv405wyrtu&time=1315
